username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
jakety44;2016-06-13 00:34;0;3;"ban guns! it'll work just like it did for cocaine, heroin , meth, marijuana and LSD";;;;"742213571308716032";https://twitter.com/jakety44/status/742213571308716032
EzimOsai;2016-04-29 11:51;0;0;"Sounds like a title Panic! At the Disco would make if they did heroin and LSD . https:// twitter.com/ZTTIV/status/7 26038009850777600 …";;;;"726076339682463746";https://twitter.com/EzimOsai/status/726076339682463746
Karionyte;2016-04-22 21:39;0;0;"Just watched Alice in Wonderland for the first time, I feel like I did acid, heroin and LSD all at once";;;;"723687747756646400";https://twitter.com/Karionyte/status/723687747756646400
ShaRon_Nicole24;2016-03-26 20:37;0;0;"@Steez_Louise Most were crack and heroin with some LSD . They did weed with other drugs so it was hard to see what weed did by itself";;@Steez_Louise;;"713887752643813376";https://twitter.com/ShaRon_Nicole24/status/713887752643813376
tigger_porn;2016-03-24 00:21;0;0;"@CNN did you also mention the parts where the heroin and LSD epidemics were real, and brought to you by the CIA? Madness!";;@CNN;;"712856785657397249";https://twitter.com/tigger_porn/status/712856785657397249
THCTeaShop;2016-03-18 10:25;0;0;"Did you know that cannabis is a schedule 1 drug, in the same legal category as heroin and LSD ? Count yourself lucky. Spread the word.";;;;"710834426335272961";https://twitter.com/THCTeaShop/status/710834426335272961
kiptew;2016-03-04 10:41;2;3;"Not heroin , but prescription drugs, LSD and pot. And WTHR did the report, we just asked him to come clean. https:// twitter.com/mobrien1/statu s/705779793497825280 …";;;;"705780230149902337";https://twitter.com/kiptew/status/705780230149902337
princess123_his;2016-01-04 11:08;0;0;"I was really big on weed and I had a pill problem because they were easy. I also did E, shrooms, Molly, LSD , and heroin .";;;;"684043678982213636";https://twitter.com/princess123_his/status/684043678982213636
OkforHealth;2015-10-16 10:59;0;0;"According to Federal government classifications, marijuana is equivalent to heroin and LSD . Did you know? http:// fb.me/2pCvUZhki";;;;"655035291913293824";https://twitter.com/OkforHealth/status/655035291913293824
TDocblock;2015-10-02 15:30;1;0;"@loboris1995 @CCLiquidDemons @Atheist_Roo did you take heroin and LSD at the same time? We talked about this";;@loboris1995 @CCLiquidDemons @Atheist_Roo;;"650030060787900416";https://twitter.com/TDocblock/status/650030060787900416
